0,2.65988
0.1,2.7015
0.2,2.74409
0.3,2.78768
0.4,2.8323
0.5,2.87796
0.6,2.9247
0.7,2.97254
0.8,3.0215
0.9,3.07162
1,3.12291
1.1,3.17541
1.2,3.22914
1.3,3.28414
1.4,3.34042
1.5,3.39804
1.6,3.457
1.7,3.51736
1.8,3.57913
1.9,3.64235
2,3.70707
2.1,3.7733
2.2,3.84109
2.3,3.91047
2.4,3.98149
2.5,4.05417
2.6,4.12856
2.7,4.20471
2.8,4.28264
2.9,4.3624
3,4.44404
3.1,4.5276
3.2,4.61313
3.3,4.70066
3.4,4.79026
3.5,4.88196
3.6,4.97581
3.7,5.07187
3.8,5.17019
3.9,5.27083
4,5.37382
4.1,5.47924
4.2,5.58714
4.3,5.69758
4.4,5.81061
4.5,5.9263
4.6,6.04471
4.7,6.1659
4.8,6.28994
4.9,6.4169
5,6.54685
5.1,6.67985
5.2,6.81597
5.3,6.2653
5.4,6.4079
5.5,6.55385
5.6,6.70324
5.7,6.85614
5.8,7.01263
5.9,7.17281
5.99999999999999,7.33674
6.09999999999999,7.50454
6.19999999999999,7.67628
6.29999999999999,7.85205
6.39999999999999,8.03196
6.49999999999999,8.2161
6.59999999999999,8.40457
6.69999999999999,8.59746
6.79999999999999,8.7949
6.89999999999999,8.99697
6.99999999999999,9.2038
7.09999999999999,9.41549
7.19999999999999,9.63216
7.29999999999999,9.85392
7.39999999999999,10.08089
7.49999999999999,11.3132
7.59999999999999,11.55098
7.69999999999999,11.79434
7.79999999999999,12.04343
7.89999999999999,12.29837
7.99999999999999,12.5593
8.09999999999999,10.48637
8.19999999999999,10.75972
8.29999999999999,11.0395
8.39999999999999,11.32585
8.49999999999999,11.61894
8.59999999999999,11.91891
8.69999999999999,12.22594
8.79999999999998,12.54019
8.89999999999998,12.86183
8.99999999999998,13.19103
9.09999999999998,13.52797
9.19999999999998,13.87283
9.29999999999998,14.2258
9.39999999999998,14.58706
9.49999999999998,14.95683
9.59999999999998,15.33528
9.69999999999998,15.72263
9.79999999999998,16.11909
9.89999999999998,16.52487
9.99999999999998,16.94019
