0,1.32122
0.1,1.61219
0.2,1.72731
0.3,1.64946
0.4,1.39022
0.5,0.98815
0.6,0.11605
0.7,0.00709
0.8,-0.42595
0.9,-0.73169
1,-0.86463
1.1,-0.80499
1.2,-0.56166
1.3,-0.17081
1.4,-0.0776
1.5,0.80754
1.6,1.24953
1.7,1.56962
1.8,1.7202
1.9,1.67886
2,1.45176
2.1,1.07267
2.2,0.21099
2.3,0.09832
2.4,-0.35201
2.5,-0.68602
2.6,-0.85403
2.7,-0.83104
2.8,-0.62048
2.9,-0.25366
3,0.21485
3.1,0.07536
3.2,0.53343
3.3,0.88091
3.4,1.06613
3.5,1.06152
3.6,0.86778
3.7,0.51372
3.8,0.05201
3.9,-0.44866
4,-0.91384
4.1,-1.27433
4.2,-1.4765
4.3,-1.49029
4.4,-1.31363
4.5,-0.97281
4.6,-0.51853
4.7,0.17064
4.8,0.45331
4.9,0.82632
5,1.04517
5.1,1.07732
5.2,0.91799
5.3,0.59087
5.4,0.14463
5.5,-0.16536
5.6,-0.83188
5.7,-0.6269
5.8,-0.86215
5.9,-0.91263
5.99999999999999,-0.77083
6.09999999999999,-0.45785
6.19999999999999,-0.02025
6.29999999999999,0.13489
6.39999999999999,0.95962
6.49999999999999,1.35613
6.59999999999999,1.60745
6.69999999999999,1.67619
6.79999999999999,1.55212
6.89999999999999,1.2537
6.99999999999999,0.82533
7.09999999999999,-0.01128
7.19999999999999,-0.15657
7.29999999999999,-0.56404
7.39999999999999,-0.83109
7.49999999999999,-0.918
7.59999999999999,-0.81183
7.69999999999999,-0.52837
7.79999999999999,-0.1098
7.89999999999999,0.03961
7.99999999999999,0.8728
8.09999999999999,1.29068
8.19999999999999,1.5731
8.29999999999999,1.67805
8.39999999999999,1.58992
8.49999999999999,0.83182
8.59999999999999,0.42362
8.69999999999999,0.03505
8.79999999999998,-0.55836
8.89999999999998,-0.98609
8.99999999999998,-1.28351
9.09999999999998,-1.40636
9.19999999999998,-1.33639
9.29999999999998,-1.084
9.39999999999998,-0.68672
9.49999999999998,-0.10466
9.59999999999998,0.29332
9.69999999999998,0.73032
9.79999999999998,1.04232
9.89999999999998,1.18292
9.99999999999998,1.1312
